"day","prop_spoiled","variance","adj","param"
1,0,0.0164465887360681,1,"no_of_strains"
2,0,0.0385029580526481,1,"no_of_strains"
3,0,0.0886124306457459,1,"no_of_strains"
4,0.001,0.178894399667395,1,"no_of_strains"
5,0.001,0.327527306196945,1,"no_of_strains"
6,0.002,0.53718832915758,1,"no_of_strains"
7,0.026,0.763490292765517,1,"no_of_strains"
8,0.061,0.963421759945983,1,"no_of_strains"
9,0.08,1.09598617186454,1,"no_of_strains"
10,0.154,1.16851566292137,1,"no_of_strains"
11,0.21,1.19450752166328,1,"no_of_strains"
12,0.25,1.18536006812868,1,"no_of_strains"
13,0.308,1.15231309865449,1,"no_of_strains"
14,0.347,1.10763722278981,1,"no_of_strains"
15,0.389,1.05422883169163,1,"no_of_strains"
16,0.449,0.993513953281334,1,"no_of_strains"
17,0.508,0.933077709449159,1,"no_of_strains"
18,0.556,0.886879482548703,1,"no_of_strains"
19,0.599,0.858650411274084,1,"no_of_strains"
20,0.633,0.840409093651814,1,"no_of_strains"
21,0.665,0.824781433667099,1,"no_of_strains"
22,0.687,0.808937022783882,1,"no_of_strains"
1,0,0.00866863477630675,2,"no_of_strains"
2,0,0.0202410535217272,2,"no_of_strains"
3,0,0.0622394598900826,2,"no_of_strains"
4,0.003,0.150923560292341,2,"no_of_strains"
5,0.003,0.295945705831751,2,"no_of_strains"
6,0.004,0.510659799562898,2,"no_of_strains"
7,0.055,0.787595299435666,2,"no_of_strains"
8,0.135,1.04776493348398,2,"no_of_strains"
9,0.184,1.22810581114936,2,"no_of_strains"
10,0.229,1.33303972971682,2,"no_of_strains"
11,0.274,1.36063547300395,2,"no_of_strains"
12,0.312,1.31990273817146,2,"no_of_strains"
13,0.358,1.22432690150381,2,"no_of_strains"
14,0.398,1.09133852267952,2,"no_of_strains"
15,0.45,0.938124575522324,2,"no_of_strains"
16,0.5,0.777437341065116,2,"no_of_strains"
17,0.572,0.62214956184746,2,"no_of_strains"
18,0.641,0.491548318403235,2,"no_of_strains"
19,0.713,0.402738906285166,2,"no_of_strains"
20,0.776,0.352464069781842,2,"no_of_strains"
21,0.829,0.325922697618126,2,"no_of_strains"
22,0.871,0.311147703039238,2,"no_of_strains"
1,0,0.00866020513567452,3,"no_of_strains"
2,0,0.0267961433369894,3,"no_of_strains"
3,0,0.0901170105756592,3,"no_of_strains"
4,0.01,0.206507559516298,3,"no_of_strains"
5,0.017,0.367042055260906,3,"no_of_strains"
6,0.025,0.580510252362237,3,"no_of_strains"
7,0.046,0.849777510280989,3,"no_of_strains"
8,0.157,1.11725982664338,3,"no_of_strains"
9,0.208,1.31445873524934,3,"no_of_strains"
10,0.251,1.43048230423443,3,"no_of_strains"
11,0.294,1.45990860393121,3,"no_of_strains"
12,0.333,1.41002777883306,3,"no_of_strains"
13,0.368,1.29578402138465,3,"no_of_strains"
14,0.409,1.13804264122063,3,"no_of_strains"
15,0.442,0.95763107848945,3,"no_of_strains"
16,0.489,0.769645205765056,3,"no_of_strains"
17,0.55,0.585785188269935,3,"no_of_strains"
18,0.639,0.423737058753738,3,"no_of_strains"
19,0.709,0.304139551607444,3,"no_of_strains"
20,0.794,0.23062398887081,3,"no_of_strains"
21,0.848,0.190325892281975,3,"no_of_strains"
22,0.9,0.169323942277343,3,"no_of_strains"
1,0,0.00814452253283233,4,"no_of_strains"
2,0,0.0288475263614536,4,"no_of_strains"
3,0,0.109930684917431,4,"no_of_strains"
4,0.013,0.254223507663284,4,"no_of_strains"
5,0.025,0.434434097545502,4,"no_of_strains"
6,0.042,0.644005431372892,4,"no_of_strains"
7,0.063,0.896981233643314,4,"no_of_strains"
8,0.169,1.15225204790457,4,"no_of_strains"
9,0.217,1.34333361493486,4,"no_of_strains"
10,0.251,1.45706902599711,4,"no_of_strains"
11,0.289,1.49153151869765,4,"no_of_strains"
12,0.332,1.44561698582431,4,"no_of_strains"
13,0.363,1.33299141415591,4,"no_of_strains"
14,0.396,1.17190765146263,4,"no_of_strains"
15,0.442,0.985310547140066,4,"no_of_strains"
16,0.485,0.795440308026684,4,"no_of_strains"
17,0.537,0.617161162822093,4,"no_of_strains"
18,0.621,0.46042247529978,4,"no_of_strains"
19,0.701,0.337730933977599,4,"no_of_strains"
20,0.785,0.25588864910664,4,"no_of_strains"
21,0.842,0.207782802370137,4,"no_of_strains"
22,0.895,0.18145892168088,4,"no_of_strains"
1,0,0.00699210767841449,5,"no_of_strains"
2,0,0.032452250204065,5,"no_of_strains"
3,0,0.145952762071863,5,"no_of_strains"
4,0.02,0.343130976648905,5,"no_of_strains"
5,0.045,0.559087559389411,5,"no_of_strains"
6,0.073,0.773790104686085,5,"no_of_strains"
7,0.1,1.00152740894559,5,"no_of_strains"
8,0.167,1.22653949437531,5,"no_of_strains"
9,0.217,1.40123177616284,5,"no_of_strains"
10,0.257,1.51049342836588,5,"no_of_strains"
11,0.295,1.54712433596013,5,"no_of_strains"
12,0.328,1.50419029231336,5,"no_of_strains"
13,0.361,1.38961599420372,5,"no_of_strains"
14,0.391,1.22385004971766,5,"no_of_strains"
15,0.434,1.0323619735206,5,"no_of_strains"
16,0.477,0.839344336740662,5,"no_of_strains"
17,0.54,0.66279801826162,5,"no_of_strains"
18,0.614,0.512102316232022,5,"no_of_strains"
19,0.691,0.393687906804366,5,"no_of_strains"
20,0.775,0.310445101675847,5,"no_of_strains"
21,0.838,0.257965859895261,5,"no_of_strains"
22,0.889,0.227400533739348,5,"no_of_strains"
1,0,0.00444886119400042,6,"no_of_strains"
2,0,0.0319571512339283,6,"no_of_strains"
3,0,0.182472057477107,6,"no_of_strains"
4,0.031,0.455049538852288,6,"no_of_strains"
5,0.076,0.72973243027304,6,"no_of_strains"
6,0.111,0.965827227036198,6,"no_of_strains"
7,0.157,1.17252141578594,6,"no_of_strains"
8,0.196,1.35627486581092,6,"no_of_strains"
9,0.232,1.50602450490282,6,"no_of_strains"
10,0.272,1.60829438877091,6,"no_of_strains"
11,0.309,1.65262301745305,6,"no_of_strains"
12,0.348,1.62580588324992,6,"no_of_strains"
13,0.369,1.5226072335901,6,"no_of_strains"
14,0.414,1.35528854848747,6,"no_of_strains"
15,0.448,1.15184870109913,6,"no_of_strains"
16,0.491,0.945423035061598,6,"no_of_strains"
17,0.548,0.760747304540815,6,"no_of_strains"
18,0.611,0.607702996628541,6,"no_of_strains"
19,0.685,0.486847304897168,6,"no_of_strains"
20,0.764,0.397225192024001,6,"no_of_strains"
21,0.827,0.336691072572432,6,"no_of_strains"
22,0.886,0.299026808021367,6,"no_of_strains"
1,0,0.00905224246414947,"baseline","no_of_strains"
2,0,0.0267429978401962,"baseline","no_of_strains"
3,0,0.0924696423893611,"baseline","no_of_strains"
4,0.006,0.215497488140739,"baseline","no_of_strains"
5,0.015,0.37976352448344,"baseline","no_of_strains"
6,0.029,0.587273776383781,"baseline","no_of_strains"
7,0.062,0.843997950499173,"baseline","no_of_strains"
8,0.146,1.09321082704576,"baseline","no_of_strains"
9,0.188,1.2774292138378,"baseline","no_of_strains"
10,0.239,1.38836979306991,"baseline","no_of_strains"
11,0.283,1.42874914153826,"baseline","no_of_strains"
12,0.318,1.39919970302784,"baseline","no_of_strains"
13,0.356,1.30687323172221,"baseline","no_of_strains"
14,0.392,1.16791865292347,"baseline","no_of_strains"
15,0.432,1.00756389601571,"baseline","no_of_strains"
16,0.488,0.846416746489584,"baseline","no_of_strains"
17,0.546,0.69537217818488,"baseline","no_of_strains"
18,0.609,0.5646549613985,"baseline","no_of_strains"
19,0.69,0.465702938397629,"baseline","no_of_strains"
20,0.759,0.401738331623075,"baseline","no_of_strains"
21,0.822,0.364581071824842,"baseline","no_of_strains"
22,0.867,0.343770042970668,"baseline","no_of_strains"
